"ID","Sources","Emissions","Periods","EmissionsDutchTerritory_1"
"5609","A048118","A044115","2019JJ00","     3.1"
"5610","A048118","A044115","2020JJ00","     3.1"
"5611","A048118","A044107","1990JJ00","     0.1"
"5612","A048118","A044107","1991JJ00","     0.1"
"5613","A048118","A044107","1992JJ00","     0.1"
"5614","A048118","A044107","1993JJ00","     0.1"
"5615","A048118","A044107","1994JJ00","     0.1"
"5616","A048118","A044107","1995JJ00","     0.1"
"5617","A048118","A044107","1996JJ00","     0.1"
"5618","A048118","A044107","1997JJ00","     0.1"
"5619","A048118","A044107","1998JJ00","     0.1"
"5620","A048118","A044107","1999JJ00","     0.1"
"5621","A048118","A044107","2000JJ00","     0.1"
"5622","A048118","A044107","2001JJ00","     0.1"
"5623","A048118","A044107","2002JJ00","     0.1"
"5624","A048118","A044107","2003JJ00","     0.1"
"5625","A048118","A044107","2004JJ00","     0.1"
"5626","A048118","A044107","2005JJ00","     0.1"
"5627","A048118","A044107","2006JJ00","     0.1"
"5628","A048118","A044107","2007JJ00","     0.1"
"5629","A048118","A044107","2008JJ00","     0.1"
"5630","A048118","A044107","2009JJ00","     0.1"
"5631","A048118","A044107","2010JJ00","     0.1"
"5632","A048118","A044107","2011JJ00","     0.1"
"5633","A048118","A044107","2012JJ00","     0.1"
"5634","A048118","A044107","2013JJ00","     0.1"
"5635","A048118","A044107","2014JJ00","     0.1"
"5636","A048118","A044107","2015JJ00","     0.1"
"5637","A048118","A044107","2016JJ00","     0.1"
"5638","A048118","A044107","2017JJ00","     0.1"
"5639","A048118","A044107","2018JJ00","     0.6"
"5640","A048118","A044107","2019JJ00","     0.8"
"5641","A048118","A044107","2020JJ00","     0.8"
"5642","A048118","A044118","1990JJ00","     2.2"
"5643","A048118","A044118","1991JJ00","     2.1"
"5644","A048118","A044118","1992JJ00","     2.1"
"5645","A048118","A044118","1993JJ00","     2.2"
"5646","A048118","A044118","1994JJ00","     2.2"
"5647","A048118","A044118","1995JJ00","     2.3"
"5648","A048118","A044118","1996JJ00","     2.4"
"5649","A048118","A044118","1997JJ00","     2.4"
"5650","A048118","A044118","1998JJ00","     2.6"
"5651","A048118","A044118","1999JJ00","     2.7"
"5652","A048118","A044118","2000JJ00","     2.8"
"5653","A048118","A044118","2001JJ00","     2.8"
"5654","A048118","A044118","2002JJ00","     2.9"
"5655","A048118","A044118","2003JJ00","     2.9"
"5656","A048118","A044118","2004JJ00","     3.0"
"5657","A048118","A044118","2005JJ00","     3.0"
"5658","A048118","A044118","2006JJ00","     3.2"
"5659","A048118","A044118","2007JJ00","     2.9"
"5660","A048118","A044118","2008JJ00","     2.5"
"5661","A048118","A044118","2009JJ00","     2.5"
"5662","A048118","A044118","2010JJ00","     2.2"
"5663","A048118","A044118","2011JJ00","     2.2"
"5664","A048118","A044118","2012JJ00","     2.0"
"5665","A048118","A044118","2013JJ00","     1.9"
"5666","A048118","A044118","2014JJ00","     2.1"
"5667","A048118","A044118","2015JJ00","     2.3"
"5668","A048118","A044118","2016JJ00","     2.2"
"5669","A048118","A044118","2017JJ00","     2.1"
"5670","A048118","A044118","2018JJ00","     2.2"
"5671","A048118","A044118","2019JJ00","     2.3"
"5672","A048118","A044118","2020JJ00","     2.3"
"5673","A048118","A044112","1990JJ00","    75.7"
"5674","A048118","A044112","1991JJ00","    69.7"
"5675","A048118","A044112","1992JJ00","    71.7"
"5676","A048118","A044112","1993JJ00","    73.7"
"5677","A048118","A044112","1994JJ00","    75.7"
"5678","A048118","A044112","1995JJ00","    77.7"
"5679","A048118","A044112","1996JJ00","    79.9"
"5680","A048118","A044112","1997JJ00","    82.8"
"5681","A048118","A044112","1998JJ00","    86.3"
"5682","A048118","A044112","1999JJ00","    89.5"
"5683","A048118","A044112","2000JJ00","    94.4"
"5684","A048118","A044112","2001JJ00","    96.8"
"5685","A048118","A044112","2002JJ00","    99.0"
"5686","A048118","A044112","2003JJ00","   101.2"
"5687","A048118","A044112","2004JJ00","   104.1"
"5688","A048118","A044112","2005JJ00","   105.7"
"5689","A048118","A044112","2006JJ00","   111.5"
"5690","A048118","A044112","2007JJ00","   102.6"
"5691","A048118","A044112","2008JJ00","    86.6"
"5692","A048118","A044112","2009JJ00","    83.9"
"5693","A048118","A044112","2010JJ00","    81.9"
"5694","A048118","A044112","2011JJ00","    83.8"
"5695","A048118","A044112","2012JJ00","    75.5"
"5696","A048118","A044112","2013JJ00","    69.9"
"5697","A048118","A044112","2014JJ00","    74.3"
"5698","A048118","A044112","2015JJ00","    80.7"
"5699","A048118","A044112","2016JJ00","    81.2"
"5700","A048118","A044112","2017JJ00","    79.0"
"5701","A048118","A044112","2018JJ00","    78.0"
"5702","A048118","A044112","2019JJ00","    81.7"
"5703","A048118","A044112","2020JJ00","    81.7"
"5704","A048118","A044110","1990JJ00","     0.1"
"5705","A048118","A044110","1991JJ00","     0.1"
"5706","A048118","A044110","1992JJ00","     0.1"
"5707","A048118","A044110","1993JJ00","     0.1"
"5708","A048118","A044110","1994JJ00","     0.1"
"5709","A048118","A044110","1995JJ00","     0.1"
"5710","A048118","A044110","1996JJ00","     0.1"
"5711","A048118","A044110","1997JJ00","     0.1"
"5712","A048118","A044110","1998JJ00","     0.1"
"5713","A048118","A044110","1999JJ00","     0.1"
"5714","A048118","A044110","2000JJ00","     0.1"
"5715","A048118","A044110","2001JJ00","     0.1"
"5716","A048118","A044110","2002JJ00","     0.1"
"5717","A048118","A044110","2003JJ00","     0.1"
"5718","A048118","A044110","2004JJ00","     0.1"
"5719","A048118","A044110","2005JJ00","     0.1"
"5720","A048118","A044110","2006JJ00","     0.1"
"5721","A048118","A044110","2007JJ00","     0.1"
"5722","A048118","A044110","2008JJ00","     0.1"
"5723","A048118","A044110","2009JJ00","     0.1"
"5724","A048118","A044110","2010JJ00","     0.1"
"5725","A048118","A044110","2011JJ00","     0.1"
"5726","A048118","A044110","2012JJ00","     0.1"
"5727","A048118","A044110","2013JJ00","     0.1"
"5728","A048118","A044110","2014JJ00","     0.1"
"5729","A048118","A044110","2015JJ00","     0.1"
"5730","A048118","A044110","2016JJ00","     0.1"
"5731","A048118","A044110","2017JJ00","     0.1"
"5732","A048118","A044110","2018JJ00","     0.1"
"5733","A048118","A044110","2019JJ00","     0.1"
"5734","A048118","A044110","2020JJ00","     0.1"
"5735","A048118","A044114","1990JJ00","    44.3"
"5736","A048118","A044114","1991JJ00","    40.8"
"5737","A048118","A044114","1992JJ00","    42.0"
"5738","A048118","A044114","1993JJ00","    43.2"
"5739","A048118","A044114","1994JJ00","    44.3"
"5740","A048118","A044114","1995JJ00","    45.5"
"5741","A048118","A044114","1996JJ00","    46.8"
"5742","A048118","A044114","1997JJ00","    48.5"
"5743","A048118","A044114","1998JJ00","    50.6"
"5744","A048118","A044114","1999JJ00","    52.5"
"5745","A048118","A044114","2000JJ00","    55.4"
"5746","A048118","A044114","2001JJ00","    54.9"
"5747","A048118","A044114","2002JJ00","    54.3"
"5748","A048118","A044114","2003JJ00","    53.5"
"5749","A048118","A044114","2004JJ00","    50.9"
"5750","A048118","A044114","2005JJ00","    53.8"
"5751","A048118","A044114","2006JJ00","    56.3"
"5752","A048118","A044114","2007JJ00","    49.8"
"5753","A048118","A044114","2008JJ00","    31.8"
"5754","A048118","A044114","2009JJ00","    31.4"
"5755","A048118","A044114","2010JJ00","    29.9"
"5756","A048118","A044114","2011JJ00","    21.7"
"5757","A048118","A044114","2012JJ00","    19.8"
"5758","A048118","A044114","2013JJ00","    18.3"
"5759","A048118","A044114","2014JJ00","    19.4"
"5760","A048118","A044114","2015JJ00","    10.7"
"5761","A048118","A044114","2016JJ00","     4.4"
"5762","A048118","A044114","2017JJ00","     4.1"
"5763","A048118","A044114","2018JJ00","     3.2"
"5764","A048118","A044114","2019JJ00","     2.9"
"5765","A048118","A044114","2020JJ00","     2.9"
"5766","A048118","A044113","1990JJ00","     5.2"
"5767","A048118","A044113","1991JJ00","     4.8"
"5768","A048118","A044113","1992JJ00","     4.9"
"5769","A048118","A044113","1993JJ00","     5.1"
"5770","A048118","A044113","1994JJ00","     5.2"
"5771","A048118","A044113","1995JJ00","     5.3"
"5772","A048118","A044113","1996JJ00","     5.5"
"5773","A048118","A044113","1997JJ00","     5.7"
"5774","A048118","A044113","1998JJ00","     5.9"
"5775","A048118","A044113","1999JJ00","     6.2"
"5776","A048118","A044113","2000JJ00","     6.5"
"5777","A048118","A044113","2001JJ00","     6.5"
"5778","A048118","A044113","2002JJ00","     6.5"
"5779","A048118","A044113","2003JJ00","     6.4"
"5780","A048118","A044113","2004JJ00","     6.2"
"5781","A048118","A044113","2005JJ00","     6.5"
"5782","A048118","A044113","2006JJ00","     6.8"
"5783","A048118","A044113","2007JJ00","     6.0"
"5784","A048118","A044113","2008JJ00","     4.7"
"5785","A048118","A044113","2009JJ00","     4.8"
"5786","A048118","A044113","2010JJ00","     4.6"
"5787","A048118","A044113","2011JJ00","     3.8"
"5788","A048118","A044113","2012JJ00","     3.5"
"5789","A048118","A044113","2013JJ00","     3.2"
"5790","A048118","A044113","2014JJ00","     3.4"
"5791","A048118","A044113","2015JJ00","     3.1"
"5792","A048118","A044113","2016JJ00","     2.4"
"5793","A048118","A044113","2017JJ00","     2.2"
"5794","A048118","A044113","2018JJ00","     2.1"
"5795","A048118","A044113","2019JJ00","     2.2"
"5796","A048118","A044113","2020JJ00","     2.2"
"5797","A048119","A044109","1990JJ00","  2957.6"
"5798","A048119","A044109","1991JJ00","  2997.5"
"5799","A048119","A044109","1992JJ00","  3034.2"
"5800","A048119","A044109","1993JJ00","  3120.8"
"5801","A048119","A044109","1994JJ00","  3241.4"
"5802","A048119","A044109","1995JJ00","  3354.3"
"5803","A048119","A044109","1996JJ00","  3443.7"
"5804","A048119","A044109","1997JJ00","  3419.9"
"5805","A048119","A044109","1998JJ00","  3446.6"
"5806","A048119","A044109","1999JJ00","  3672.2"
"5807","A048119","A044109","2000JJ00","  3616.4"
"5808","A048119","A044109","2001JJ00","  3628.8"
"5809","A048119","A044109","2002JJ00","  3424.9"
"5810","A048119","A044109","2003JJ00","  3380.4"
"5811","A048119","A044109","2004JJ00","  3337.6"
"5812","A048119","A044109","2005JJ00","  3491.0"
"5813","A048119","A044109","2006JJ00","  3467.9"
"5814","A048119","A044109","2007JJ00","  3449.5"
"5815","A048119","A044109","2008JJ00","  3506.2"
"5816","A048119","A044109","2009JJ00","  3475.3"
"5817","A048119","A044109","2010JJ00","  3319.4"
"5818","A048119","A044109","2011JJ00","  3455.5"
"5819","A048119","A044109","2012JJ00","  3277.3"
"5820","A048119","A044109","2013JJ00","  3251.2"
"5821","A048119","A044109","2014JJ00","  3407.2"
"5822","A048119","A044109","2015JJ00","  3325.6"
"5823","A048119","A044109","2016JJ00","  3170.5"
"5824","A048119","A044109","2017JJ00","  3202.1"
"5825","A048119","A044109","2018JJ00","  3415.1"
"5826","A048119","A044109","2019JJ00","  3486.6"
"5827","A048119","A044109","2020JJ00","  3501.4"
"5828","A048119","A044108","1990JJ00","    36.6"
"5829","A048119","A044108","1991JJ00","    41.9"
"5830","A048119","A044108","1992JJ00","    45.5"
"5831","A048119","A044108","1993JJ00","    49.2"
"5832","A048119","A044108","1994JJ00","    52.6"
"5833","A048119","A044108","1995JJ00","    55.4"
"5834","A048119","A044108","1996JJ00","    57.5"
"5835","A048119","A044108","1997JJ00","    58.4"
"5836","A048119","A044108","1998JJ00","    59.2"
"5837","A048119","A044108","1999JJ00","    60.4"
"5838","A048119","A044108","2000JJ00","    59.6"
"5839","A048119","A044108","2001JJ00","    59.0"
"5840","A048119","A044108","2002JJ00","    57.6"
"5841","A048119","A044108","2003JJ00","    56.7"
"5842","A048119","A044108","2004JJ00","    56.0"
"5843","A048119","A044108","2005JJ00","    56.0"
"5844","A048119","A044108","2006JJ00","    55.4"
"5845","A048119","A044108","2007JJ00","    54.9"
"5846","A048119","A044108","2008JJ00","    54.6"
"5847","A048119","A044108","2009JJ00","    54.1"
"5848","A048119","A044108","2010JJ00","    53.3"
"5849","A048119","A044108","2011JJ00","    53.4"
"5850","A048119","A044108","2012JJ00","    52.7"
"5851","A048119","A044108","2013JJ00","    52.4"
"5852","A048119","A044108","2014JJ00","    52.5"
"5853","A048119","A044108","2015JJ00","    52.0"
"5854","A048119","A044108","2016JJ00","    51.2"
"5855","A048119","A044108","2017JJ00","    50.9"
"5856","A048119","A044108","2018JJ00","    50.9"
"5857","A048119","A044108","2019JJ00","    50.6"
"5858","A048119","A044108","2020JJ00","    50.1"
"5859","A048119","A044116","1990JJ00","     8.3"
"5860","A048119","A044116","1991JJ00","     8.6"
"5861","A048119","A044116","1992JJ00","     8.5"
"5862","A048119","A044116","1993JJ00","     8.7"
"5863","A048119","A044116","1994JJ00","     8.9"
"5864","A048119","A044116","1995JJ00","     9.0"
"5865","A048119","A044116","1996JJ00","     9.0"
"5866","A048119","A044116","1997JJ00","     8.9"
"5867","A048119","A044116","1998JJ00","     8.8"
"5868","A048119","A044116","1999JJ00","     9.1"
"5869","A048119","A044116","2000JJ00","     8.7"
"5870","A048119","A044116","2001JJ00","     8.4"
"5871","A048119","A044116","2002JJ00","     7.8"
"5872","A048119","A044116","2003JJ00","     7.2"
"5873","A048119","A044116","2004JJ00","     6.8"
"5874","A048119","A044116","2005JJ00","     6.7"
"5875","A048119","A044116","2006JJ00","     6.3"
"5876","A048119","A044116","2007JJ00","     5.9"
"5877","A048119","A044116","2008JJ00","     5.6"
"5878","A048119","A044116","2009JJ00","     5.3"
"5879","A048119","A044116","2010JJ00","     4.9"
"5880","A048119","A044116","2011JJ00","     4.8"
"5881","A048119","A044116","2012JJ00","     4.5"
"5882","A048119","A044116","2013JJ00","     4.3"
"5883","A048119","A044116","2014JJ00","     4.1"
"5884","A048119","A044116","2015JJ00","     3.8"
"5885","A048119","A044116","2016JJ00","     3.5"
"5886","A048119","A044116","2017JJ00","     3.2"
"5887","A048119","A044116","2018JJ00","     3.1"
"5888","A048119","A044116","2019JJ00","     2.9"
"5889","A048119","A044116","2020JJ00","     2.7"
"5890","A048119","A044117","1990JJ00","     0.0"
"5891","A048119","A044117","1991JJ00","     0.0"
"5892","A048119","A044117","1992JJ00","     0.0"
"5893","A048119","A044117","1993JJ00","     0.0"
"5894","A048119","A044117","1994JJ00","     0.0"
"5895","A048119","A044117","1995JJ00","     0.0"
"5896","A048119","A044117","1996JJ00","     0.0"
"5897","A048119","A044117","1997JJ00","     0.0"
"5898","A048119","A044117","1998JJ00","     0.0"
"5899","A048119","A044117","1999JJ00","     0.0"
"5900","A048119","A044117","2000JJ00","     0.0"
"5901","A048119","A044117","2001JJ00","     0.0"
"5902","A048119","A044117","2002JJ00","     0.0"
"5903","A048119","A044117","2003JJ00","     0.0"
"5904","A048119","A044117","2004JJ00","     0.0"
"5905","A048119","A044117","2005JJ00","     0.0"
"5906","A048119","A044117","2006JJ00","     0.0"
"5907","A048119","A044117","2007JJ00","     0.0"
"5908","A048119","A044117","2008JJ00","     0.0"
"5909","A048119","A044117","2009JJ00","     0.0"
"5910","A048119","A044117","2010JJ00","     0.0"
"5911","A048119","A044117","2011JJ00","     0.0"
"5912","A048119","A044117","2012JJ00","     0.0"
"5913","A048119","A044117","2013JJ00","     0.0"
"5914","A048119","A044117","2014JJ00","     0.0"
"5915","A048119","A044117","2015JJ00","     0.0"
"5916","A048119","A044117","2016JJ00","     0.0"
"5917","A048119","A044117","2017JJ00","     0.0"
"5918","A048119","A044117","2018JJ00","     0.0"
"5919","A048119","A044117","2019JJ00","     0.0"
"5920","A048119","A044117","2020JJ00","     0.0"
"5921","A048119","A044115","1990JJ00","     8.3"
"5922","A048119","A044115","1991JJ00","     8.6"
"5923","A048119","A044115","1992JJ00","     8.5"
"5924","A048119","A044115","1993JJ00","     8.7"
"5925","A048119","A044115","1994JJ00","     8.9"
"5926","A048119","A044115","1995JJ00","     9.0"
"5927","A048119","A044115","1996JJ00","     9.0"
"5928","A048119","A044115","1997JJ00","     8.9"
"5929","A048119","A044115","1998JJ00","     8.8"
"5930","A048119","A044115","1999JJ00","     9.1"
"5931","A048119","A044115","2000JJ00","     8.7"
"5932","A048119","A044115","2001JJ00","     8.4"
"5933","A048119","A044115","2002JJ00","     7.8"
"5934","A048119","A044115","2003JJ00","     7.2"
"5935","A048119","A044115","2004JJ00","     6.8"
"5936","A048119","A044115","2005JJ00","     6.7"
"5937","A048119","A044115","2006JJ00","     6.3"
"5938","A048119","A044115","2007JJ00","     5.9"
"5939","A048119","A044115","2008JJ00","     5.6"
"5940","A048119","A044115","2009JJ00","     5.3"
"5941","A048119","A044115","2010JJ00","     4.9"
"5942","A048119","A044115","2011JJ00","     4.8"
"5943","A048119","A044115","2012JJ00","     4.5"
"5944","A048119","A044115","2013JJ00","     4.3"
"5945","A048119","A044115","2014JJ00","     4.1"
"5946","A048119","A044115","2015JJ00","     3.8"
"5947","A048119","A044115","2016JJ00","     3.5"
"5948","A048119","A044115","2017JJ00","     3.2"
"5949","A048119","A044115","2018JJ00","     3.1"
"5950","A048119","A044115","2019JJ00","     2.9"
"5951","A048119","A044115","2020JJ00","     2.7"
"5952","A048119","A044107","1990JJ00","     0.3"
"5953","A048119","A044107","1991JJ00","     0.4"
"5954","A048119","A044107","1992JJ00","     0.4"
"5955","A048119","A044107","1993JJ00","     0.4"
"5956","A048119","A044107","1994JJ00","     0.4"
"5957","A048119","A044107","1995JJ00","     0.4"
"5958","A048119","A044107","1996JJ00","     0.4"
"5959","A048119","A044107","1997JJ00","     0.4"
"5960","A048119","A044107","1998JJ00","     0.4"
"5961","A048119","A044107","1999JJ00","     0.4"
"5962","A048119","A044107","2000JJ00","     0.4"
"5963","A048119","A044107","2001JJ00","     0.4"
"5964","A048119","A044107","2002JJ00","     0.3"
"5965","A048119","A044107","2003JJ00","     0.3"
"5966","A048119","A044107","2004JJ00","     0.3"
"5967","A048119","A044107","2005JJ00","     0.3"
"5968","A048119","A044107","2006JJ00","     0.3"
"5969","A048119","A044107","2007JJ00","     0.3"
"5970","A048119","A044107","2008JJ00","     0.2"
"5971","A048119","A044107","2009JJ00","     0.2"
"5972","A048119","A044107","2010JJ00","     0.2"
"5973","A048119","A044107","2011JJ00","     0.2"
"5974","A048119","A044107","2012JJ00","     0.2"
"5975","A048119","A044107","2013JJ00","     0.2"
"5976","A048119","A044107","2014JJ00","     0.2"
"5977","A048119","A044107","2015JJ00","     0.2"
"5978","A048119","A044107","2016JJ00","     0.2"
"5979","A048119","A044107","2017JJ00","     0.1"
"5980","A048119","A044107","2018JJ00","     0.1"
"5981","A048119","A044107","2019JJ00","     0.1"
"5982","A048119","A044107","2020JJ00","     0.1"
"5983","A048119","A044118","1990JJ00","     7.9"
"5984","A048119","A044118","1991JJ00","     8.2"
"5985","A048119","A044118","1992JJ00","     8.2"
"5986","A048119","A044118","1993JJ00","     8.3"
"5987","A048119","A044118","1994JJ00","     8.5"
"5988","A048119","A044118","1995JJ00","     8.6"
"5989","A048119","A044118","1996JJ00","     8.7"
"5990","A048119","A044118","1997JJ00","     8.5"
"5991","A048119","A044118","1998JJ00","     8.4"
"5992","A048119","A044118","1999JJ00","     8.7"
"5993","A048119","A044118","2000JJ00","     8.3"
"5994","A048119","A044118","2001JJ00","     8.0"
"5995","A048119","A044118","2002JJ00","     7.4"
"5996","A048119","A044118","2003JJ00","     6.9"
"5997","A048119","A044118","2004JJ00","     6.5"
"5998","A048119","A044118","2005JJ00","     6.4"
"5999","A048119","A044118","2006JJ00","     6.0"
"6000","A048119","A044118","2007JJ00","     5.7"
"6001","A048119","A044118","2008JJ00","     5.4"
"6002","A048119","A044118","2009JJ00","     5.1"
"6003","A048119","A044118","2010JJ00","     4.7"
"6004","A048119","A044118","2011JJ00","     4.6"
"6005","A048119","A044118","2012JJ00","     4.3"
"6006","A048119","A044118","2013JJ00","     4.1"
"6007","A048119","A044118","2014JJ00","     3.9"
"6008","A048119","A044118","2015JJ00","     3.6"
"6009","A048119","A044118","2016JJ00","     3.3"
"6010","A048119","A044118","2017JJ00","     3.1"
"6011","A048119","A044118","2018JJ00","     3.0"
"6012","A048119","A044118","2019JJ00","     2.8"
"6013","A048119","A044118","2020JJ00","     2.6"
"6014","A048119","A044112","1990JJ00","    40.0"
"6015","A048119","A044112","1991JJ00","    40.2"
"6016","A048119","A044112","1992JJ00","    40.7"
"6017","A048119","A044112","1993JJ00","    41.8"
"6018","A048119","A044112","1994JJ00","    43.4"
"6019","A048119","A044112","1995JJ00","    44.9"
"6020","A048119","A044112","1996JJ00","    46.1"
"6021","A048119","A044112","1997JJ00","    45.8"
"6022","A048119","A044112","1998JJ00","    46.2"
"6023","A048119","A044112","1999JJ00","    49.1"
"6024","A048119","A044112","2000JJ00","    47.2"
"6025","A048119","A044112","2001JJ00","    46.1"
"6026","A048119","A044112","2002JJ00","    42.4"
"6027","A048119","A044112","2003JJ00","    40.6"
"6028","A048119","A044112","2004JJ00","    38.8"
"6029","A048119","A044112","2005JJ00","    38.9"
"6030","A048119","A044112","2006JJ00","    37.0"
"6031","A048119","A044112","2007JJ00","    35.6"
"6032","A048119","A044112","2008JJ00","    34.8"
"6033","A048119","A044112","2009JJ00","    33.2"
"6034","A048119","A044112","2010JJ00","    30.9"
"6035","A048119","A044112","2011JJ00","    31.3"
"6036","A048119","A044112","2012JJ00","    28.7"
"6037","A048119","A044112","2013JJ00","    27.4"
"6038","A048119","A044112","2014JJ00","    27.7"
"6039","A048119","A044112","2015JJ00","    26.0"
"6040","A048119","A044112","2016JJ00","    23.3"
"6041","A048119","A044112","2017JJ00","    22.1"
"6042","A048119","A044112","2018JJ00","    22.1"
"6043","A048119","A044112","2019JJ00","    21.0"
"6044","A048119","A044112","2020JJ00","    20.0"
"6045","A048119","A044110","1990JJ00","     0.0"
"6046","A048119","A044110","1991JJ00","     0.0"
"6047","A048119","A044110","1992JJ00","     0.0"
"6048","A048119","A044110","1993JJ00","     0.0"
"6049","A048119","A044110","1994JJ00","     0.0"
"6050","A048119","A044110","1995JJ00","     0.0"
"6051","A048119","A044110","1996JJ00","     0.0"
"6052","A048119","A044110","1997JJ00","     0.0"
"6053","A048119","A044110","1998JJ00","     0.0"
"6054","A048119","A044110","1999JJ00","     0.0"
"6055","A048119","A044110","2000JJ00","     0.0"
"6056","A048119","A044110","2001JJ00","     0.0"
"6057","A048119","A044110","2002JJ00","     0.0"
"6058","A048119","A044110","2003JJ00","     0.0"
"6059","A048119","A044110","2004JJ00","     0.0"
"6060","A048119","A044110","2005JJ00","     0.0"
"6061","A048119","A044110","2006JJ00","     0.0"
"6062","A048119","A044110","2007JJ00","     0.0"
"6063","A048119","A044110","2008JJ00","     0.0"
"6064","A048119","A044110","2009JJ00","     0.0"
"6065","A048119","A044110","2010JJ00","     0.0"
"6066","A048119","A044110","2011JJ00","     0.0"
"6067","A048119","A044110","2012JJ00","     0.0"
"6068","A048119","A044110","2013JJ00","     0.0"
"6069","A048119","A044110","2014JJ00","     0.0"
"6070","A048119","A044110","2015JJ00","     0.0"
"6071","A048119","A044110","2016JJ00","     0.0"
"6072","A048119","A044110","2017JJ00","     0.0"
"6073","A048119","A044110","2018JJ00","     0.0"
"6074","A048119","A044110","2019JJ00","     0.0"
"6075","A048119","A044110","2020JJ00","     0.0"
"6076","A048119","A044114","1990JJ00","     3.2"
"6077","A048119","A044114","1991JJ00","     3.2"
"6078","A048119","A044114","1992JJ00","     3.2"
"6079","A048119","A044114","1993JJ00","     3.3"
"6080","A048119","A044114","1994JJ00","     3.3"
"6081","A048119","A044114","1995JJ00","     3.3"
"6082","A048119","A044114","1996JJ00","     3.4"
"6083","A048119","A044114","1997JJ00","     3.4"
"6084","A048119","A044114","1998JJ00","     3.4"
"6085","A048119","A044114","1999JJ00","     3.6"
"6086","A048119","A044114","2000JJ00","     3.5"
"6087","A048119","A044114","2001JJ00","     3.5"
"6088","A048119","A044114","2002JJ00","     3.3"
"6089","A048119","A044114","2003JJ00","     3.3"
"6090","A048119","A044114","2004JJ00","     3.2"
"6091","A048119","A044114","2005JJ00","     3.4"
"6092","A048119","A044114","2006JJ00","     3.2"
"6093","A048119","A044114","2007JJ00","     3.1"
"6094","A048119","A044114","2008JJ00","     1.7"
"6095","A048119","A044114","2009JJ00","     0.8"
"6096","A048119","A044114","2010JJ00","     0.3"
"6097","A048119","A044114","2011JJ00","     0.0"
"6098","A048119","A044114","2012JJ00","     0.0"
"6099","A048119","A044114","2013JJ00","     0.0"
"6100","A048119","A044114","2014JJ00","     0.0"
"6101","A048119","A044114","2015JJ00","     0.0"
"6102","A048119","A044114","2016JJ00","     0.0"
"6103","A048119","A044114","2017JJ00","     0.0"
"6104","A048119","A044114","2018JJ00","     0.0"
"6105","A048119","A044114","2019JJ00","     0.0"
"6106","A048119","A044114","2020JJ00","     0.0"
"6107","A048119","A044113","1990JJ00","     3.8"
"6108","A048119","A044113","1991JJ00","     3.8"
"6109","A048119","A044113","1992JJ00","     3.7"
"6110","A048119","A044113","1993JJ00","     3.6"
"6111","A048119","A044113","1994JJ00","     3.6"
"6112","A048119","A044113","1995JJ00","     3.6"
"6113","A048119","A044113","1996JJ00","     3.6"
"6114","A048119","A044113","1997JJ00","     3.5"
"6115","A048119","A044113","1998JJ00","     3.4"
"6116","A048119","A044113","1999JJ00","     3.6"
"6117","A048119","A044113","2000JJ00","     3.4"
"6118","A048119","A044113","2001JJ00","     3.4"
"6119","A048119","A044113","2002JJ00","     3.1"
"6120","A048119","A044113","2003JJ00","     3.0"
"6121","A048119","A044113","2004JJ00","     2.8"
"6122","A048119","A044113","2005JJ00","     2.8"
"6123","A048119","A044113","2006JJ00","     2.6"
"6124","A048119","A044113","2007JJ00","     2.4"
"6125","A048119","A044113","2008JJ00","     2.1"
"6126","A048119","A044113","2009JJ00","     1.8"
"6127","A048119","A044113","2010JJ00","     1.6"
"6128","A048119","A044113","2011JJ00","     1.6"
"6129","A048119","A044113","2012JJ00","     1.4"
"6130","A048119","A044113","2013JJ00","     1.3"
"6131","A048119","A044113","2014JJ00","     1.3"
"6132","A048119","A044113","2015JJ00","     1.2"
"6133","A048119","A044113","2016JJ00","     1.0"
"6134","A048119","A044113","2017JJ00","     1.0"
"6135","A048119","A044113","2018JJ00","     1.0"
"6136","A048119","A044113","2019JJ00","     0.9"
"6137","A048119","A044113","2020JJ00","     0.8"
"6138","A025430","A044109","1990JJ00","  1100.3"
"6139","A025430","A044109","1991JJ00","  1063.4"
"6140","A025430","A044109","1992JJ00","  1048.4"
"6141","A025430","A044109","1993JJ00","  1048.4"
"6142","A025430","A044109","1994JJ00","  1048.4"
"6143","A025430","A044109","1995JJ00","  1114.7"
"6144","A025430","A044109","1996JJ00","  1033.6"
"6145","A025430","A044109","1997JJ00","  1023.5"
"6146","A025430","A044109","1998JJ00","  1016.1"
"6147","A025430","A044109","1999JJ00","  1104.3"
"6148","A025430","A044109","2000JJ00","  1118.9"
"6149","A025430","A044109","2001JJ00","  1104.2"
"6150","A025430","A044109","2002JJ00","  1060.1"
"6151","A025430","A044109","2003JJ00","  1067.3"
"6152","A025430","A044109","2004JJ00","  1023.2"
"6153","A025430","A044109","2005JJ00","  1074.6"
"6154","A025430","A044109","2006JJ00","  1052.5"
"6155","A025430","A044109","2007JJ00","  1049.8"
"6156","A025430","A044109","2008JJ00","  1033.8"
"6157","A025430","A044109","2009JJ00","  1026.5"
"6158","A025430","A044109","2010JJ00","  1068.7"
"6159","A025430","A044109","2011JJ00","  1094.9"
"6160","A025430","A044109","2012JJ00","  1051.9"
"6161","A025430","A044109","2013JJ00","  1071.2"
"6162","A025430","A044109","2014JJ00","  1201.0"
"6163","A025430","A044109","2015JJ00","  1213.8"
"6164","A025430","A044109","2016JJ00","  1135.5"
